cell_id,cell_type,batch,split
human4_lib1.final_cell_0535,beta,inDrop4,train
D28-7_88,activated_stellate,celseq2,validation
human2_lib1.final_cell_0202,activated_stellate,inDrop2,test
Sample_1236,alpha,smarter,test
HP1507101_L24,beta,smartseq2,train
human1_lib2.final_cell_0214,beta,inDrop1,train
D17TGFB_71,acinar,celseq,train
human3_lib3.final_cell_0874,alpha,inDrop3,validation
D29-3_28,beta,celseq2,test
human4_lib1.final_cell_0080,beta,inDrop4,train
human2_lib3.final_cell_0202,delta,inDrop2,train
Sample_1482,alpha,smarter,train
HP1526901T2D_O9,delta,smartseq2,train
human3_lib2.final_cell_0689,acinar,inDrop3,train
13th_C12_S178,beta,fluidigmc1,train
human1_lib2.final_cell_0235,alpha,inDrop1,train
human3_lib4.final_cell_0527,alpha,inDrop3,train
D73_54,ductal,celseq,train
HP1507101_G16,alpha,smartseq2,train
Sample_651,gamma,smarter,train
Sample_319,alpha,smarter,validation
Sample_1113,alpha,smarter,train
D31-7_50,alpha,celseq2,test
human1_lib2.final_cell_0143,delta,inDrop1,train
D31-6_29,acinar,celseq2,train
human1_lib2.final_cell_0264,gamma,inDrop1,train
human3_lib4.final_cell_0539,alpha,inDrop3,train
HP1525301T2D_J8,alpha,smartseq2,train
human1_lib3.final_cell_0367,ductal,inDrop1,train
D31-5_14,ductal,celseq2,train
human3_lib4.final_cell_0319,alpha,inDrop3,train
D17All1_81,beta,celseq,train
human3_lib4.final_cell_0822,beta,inDrop3,test
human4_lib3.final_cell_0032,alpha,inDrop4,validation
human3_lib4.final_cell_0592,alpha,inDrop3,test
D31-8_88,beta,celseq2,train
human3_lib2.final_cell_0577,alpha,inDrop3,train
human2_lib2.final_cell_0452,alpha,inDrop2,train
human3_lib2.final_cell_0207,acinar,inDrop3,train
D17TGFB_10,acinar,celseq,train
human4_lib3.final_cell_0334,beta,inDrop4,train
HP1504901_C14,gamma,smartseq2,train
human4_lib1.final_cell_0533,delta,inDrop4,train
human3_lib3.final_cell_0768,alpha,inDrop3,train
HP1508501T2D_K22,ductal,smartseq2,train
human4_lib1.final_cell_0600,ductal,inDrop4,train
D30-7_82,beta,celseq2,validation
human3_lib4.final_cell_0076,acinar,inDrop3,validation
D3en3_68,acinar,celseq,test
human2_lib3.final_cell_0377,alpha,inDrop2,train
D30-1_78,ductal,celseq2,test
human4_lib3.final_cell_0319,beta,inDrop4,train
HP1525301T2D_C9,ductal,smartseq2,train
human1_lib1.final_cell_0299,beta,inDrop1,train
human4_lib3.final_cell_0540,alpha,inDrop4,train
Sample_1252,alpha,smarter,test
human3_lib3.final_cell_0073,acinar,inDrop3,validation
human2_lib2.final_cell_0379,alpha,inDrop2,train
HP1504101T2D_I15,gamma,smartseq2,train
Sample_1116,alpha,smarter,validation
human3_lib3.final_cell_0479,alpha,inDrop3,validation
Sample_1585,gamma,smarter,train
human4_lib1.final_cell_0041,beta,inDrop4,test
human2_lib3.final_cell_0062,activated_stellate,inDrop2,test
human2_lib3.final_cell_0182,alpha,inDrop2,train
D31-4_36,acinar,celseq2,test
D3en4_56,beta,celseq,train
human3_lib3.final_cell_0119,acinar,inDrop3,test
human4_lib3.final_cell_0284,beta,inDrop4,train
human3_lib4.final_cell_0253,alpha,inDrop3,train
D28-5_88,quiescent_stellate,celseq2,test
D31-6_89,alpha,celseq2,train
HP1506401_A20,ductal,smartseq2,train
human1_lib2.final_cell_0083,beta,inDrop1,train
Sample_79,beta,smarter,train
human2_lib3.final_cell_0280,activated_stellate,inDrop2,train
D29-4_68,alpha,celseq2,train
D71_87,delta,celseq,test
D29-2_59,gamma,celseq2,validation
3rd-C3_S2,alpha,fluidigmc1,train
D31-5_45,acinar,celseq2,validation
human2_lib3.final_cell_0099,quiescent_stellate,inDrop2,validation
human3_lib3.final_cell_0386,alpha,inDrop3,train
human3_lib2.final_cell_0185,delta,inDrop3,train
5th-C5_S85,beta,fluidigmc1,train
HP1504101T2D_A13,gamma,smartseq2,train
human2_lib1.final_cell_0134,ductal,inDrop2,validation
Sample_555,alpha,smarter,train
HP1508501T2D_L16,alpha,smartseq2,train
human1_lib2.final_cell_0349,alpha,inDrop1,validation
HP1509101_E3,ductal,smartseq2,test
Sample_450,alpha,smarter,test
HP1504901_H10,alpha,smartseq2,train
D31-6_83,alpha,celseq2,train
HP1525301T2D_F19,alpha,smartseq2,validation
human3_lib2.final_cell_0005,acinar,inDrop3,validation
HP1525301T2D_L17,beta,smartseq2,train
human4_lib3.final_cell_0247,ductal,inDrop4,train
human2_lib2.final_cell_0582,t_cell,inDrop2,test
human4_lib3.final_cell_0557,beta,inDrop4,test
human2_lib1.final_cell_0257,ductal,inDrop2,validation
human3_lib3.final_cell_0107,beta,inDrop3,validation
HP1504901_B1,alpha,smartseq2,train
HP1506401_M17,acinar,smartseq2,train
human2_lib1.final_cell_0007,delta,inDrop2,test
HP1507101_L4,delta,smartseq2,validation
D31-7_25,alpha,celseq2,validation
HP1502401_G12,gamma,smartseq2,train
human1_lib2.final_cell_0165,beta,inDrop1,train
human2_lib3.final_cell_0519,beta,inDrop2,train
human3_lib3.final_cell_0446,alpha,inDrop3,train
human3_lib1.final_cell_0810,acinar,inDrop3,train
human3_lib4.final_cell_0032,acinar,inDrop3,train
HP1502401_E16,alpha,smartseq2,validation
HP1526901T2D_D22,ductal,smartseq2,train
human1_lib3.final_cell_0016,delta,inDrop1,train
human3_lib4.final_cell_0330,beta,inDrop3,train
D29-1_65,ductal,celseq2,train
human3_lib1.final_cell_0307,acinar,inDrop3,train
HP1502401_C18,beta,smartseq2,train
human1_lib2.final_cell_0329,delta,inDrop1,test
human2_lib3.final_cell_0291,beta,inDrop2,train
human1_lib1.final_cell_0002,acinar,inDrop1,train
human4_lib3.final_cell_0501,alpha,inDrop4,train
D31-8_64,beta,celseq2,train
D29-7_87,beta,celseq2,train
human3_lib1.final_cell_0838,alpha,inDrop3,train
human4_lib1.final_cell_0075,beta,inDrop4,train
human3_lib3.final_cell_0742,alpha,inDrop3,train
HP1526901T2D_F7,gamma,smartseq2,train
human1_lib1.final_cell_0192,delta,inDrop1,validation
human2_lib1.final_cell_0140,alpha,inDrop2,validation
D30-4_28,delta,celseq2,train
human2_lib3.final_cell_0442,alpha,inDrop2,test
human3_lib4.final_cell_0584,alpha,inDrop3,validation
D28-5_53,activated_stellate,celseq2,train
human3_lib1.final_cell_0029,acinar,inDrop3,test
HP1507101_F7,alpha,smartseq2,train
human3_lib4.final_cell_0797,ductal,inDrop3,train
human2_lib2.final_cell_0441,alpha,inDrop2,train
8th-C58_S101,alpha,fluidigmc1,train
HP1502401_H15,alpha,smartseq2,train
Sample_613,gamma,smarter,train
9th-C77_S53,alpha,fluidigmc1,train
D29-4_82,alpha,celseq2,validation
D29-5_64,ductal,celseq2,train
human2_lib2.final_cell_0538,alpha,inDrop2,train
D31-3_36,acinar,celseq2,train
human3_lib2.final_cell_0546,beta,inDrop3,train
human3_lib4.final_cell_0073,acinar,inDrop3,train
Sample_1419,alpha,smarter,test
human3_lib1.final_cell_0199,beta,inDrop3,train
human2_lib1.final_cell_0149,alpha,inDrop2,train
Sample_244,alpha,smarter,train
human1_lib1.final_cell_0222,gamma,inDrop1,train
human3_lib3.final_cell_0699,acinar,inDrop3,train
human2_lib3.final_cell_0375,alpha,inDrop2,test
D31-1_17,alpha,celseq2,train
D30-8_35,beta,celseq2,train
human3_lib2.final_cell_0461,activated_stellate,inDrop3,train
Sample_326,alpha,smarter,train
Sample_283,alpha,smarter,train
HP1508501T2D_A24,alpha,smartseq2,train
human3_lib2.final_cell_0238,alpha,inDrop3,train
Sample_1384,alpha,smarter,train
D28-2_64,ductal,celseq2,train
human3_lib3.final_cell_0295,alpha,inDrop3,train
D30-2_4,ductal,celseq2,train
human2_lib3.final_cell_0508,beta,inDrop2,train
human3_lib2.final_cell_0754,ductal,inDrop3,train
human3_lib2.final_cell_0283,acinar,inDrop3,train
D30-8_73,beta,celseq2,test
D30-6_57,ductal,celseq2,test
2nd-C17_S32,beta,fluidigmc1,validation
D2ex_59,acinar,celseq,train
human3_lib4.final_cell_0409,alpha,inDrop3,train
Sample_896,beta,smarter,train
human2_lib1.final_cell_0509,alpha,inDrop2,train
D31-1_12,ductal,celseq2,train
human2_lib1.final_cell_0034,delta,inDrop2,train
human3_lib2.final_cell_0633,alpha,inDrop3,train
human4_lib1.final_cell_0334,beta,inDrop4,train
human4_lib1.final_cell_0192,delta,inDrop4,train
HP1506401_G3,alpha,smartseq2,train
human1_lib2.final_cell_0265,alpha,inDrop1,train
D17TGFB_57,acinar,celseq,train
D30-3_2,acinar,celseq2,train
HP1504101T2D_H15,alpha,smartseq2,train
D30-4_13,ductal,celseq2,test
human1_lib1.final_cell_0453,acinar,inDrop1,train
human1_lib1.final_cell_0429,beta,inDrop1,train
human3_lib1.final_cell_0520,endothelial,inDrop3,train
human1_lib2.final_cell_0127,beta,inDrop1,train
D29-4_35,alpha,celseq2,train
human3_lib1.final_cell_0893,alpha,inDrop3,train
AZ_F6,acinar,smartseq2,train
human1_lib2.final_cell_0385,beta,inDrop1,train
human1_lib3.final_cell_0464,beta,inDrop1,train
HP1525301T2D_E23,alpha,smartseq2,test
HP1525301T2D_H6,alpha,smartseq2,train
human4_lib3.final_cell_0368,beta,inDrop4,train
D1713_52,ductal,celseq,train
D30-3_21,gamma,celseq2,test
human4_lib1.final_cell_0410,beta,inDrop4,train
HP1526901T2D_G14,alpha,smartseq2,train
HP1504901_O11,ductal,smartseq2,train
human4_lib3.final_cell_0430,gamma,inDrop4,train
Sample_417,alpha,smarter,test
D30-5_18,delta,celseq2,train
human1_lib3.final_cell_0401,alpha,inDrop1,train
7th-C53_S10,beta,fluidigmc1,train
human2_lib3.final_cell_0494,gamma,inDrop2,train
HP1525301T2D_E4,ductal,smartseq2,validation
1st-C69_S44,delta,fluidigmc1,train
human4_lib3.final_cell_0331,delta,inDrop4,train
human2_lib1.final_cell_0282,beta,inDrop2,train
9th-C13_S24,beta,fluidigmc1,train
HP1506401_J3,acinar,smartseq2,train
human4_lib3.final_cell_0040,beta,inDrop4,validation
D28-8_29,beta,celseq2,train
human2_lib1.final_cell_0247,activated_stellate,inDrop2,train
D30-4_44,ductal,celseq2,train
human3_lib4.final_cell_0041,acinar,inDrop3,train
human3_lib3.final_cell_0151,beta,inDrop3,train
human3_lib2.final_cell_0091,acinar,inDrop3,train
human3_lib2.final_cell_0723,alpha,inDrop3,validation
HP1502401_N23,gamma,smartseq2,train
human2_lib1.final_cell_0438,ductal,inDrop2,train
human4_lib1.final_cell_0247,beta,inDrop4,train
Sample_1498,alpha,smarter,train
HP1526901T2D_L3,beta,smartseq2,validation
human3_lib2.final_cell_0044,acinar,inDrop3,train
human3_lib4.final_cell_0071,beta,inDrop3,test
Sample_177,beta,smarter,validation
human1_lib2.final_cell_0105,beta,inDrop1,train
human4_lib1.final_cell_0578,quiescent_stellate,inDrop4,test
D73_14,alpha,celseq,train
human3_lib4.final_cell_0282,beta,inDrop3,train
Sample_1399,alpha,smarter,train
human3_lib1.final_cell_0885,quiescent_stellate,inDrop3,train
human4_lib1.final_cell_0240,gamma,inDrop4,test
human1_lib3.final_cell_0233,beta,inDrop1,train
D30-1_38,alpha,celseq2,train
human3_lib4.final_cell_0526,beta,inDrop3,test
human1_lib3.final_cell_0613,macrophage,inDrop1,train
human1_lib3.final_cell_0074,delta,inDrop1,test
HP1502401_F10,alpha,smartseq2,test
D31-8_63,acinar,celseq2,train
HP1509101_K8,gamma,smartseq2,test
8th-C24_S120,beta,fluidigmc1,train
human3_lib4.final_cell_0463,beta,inDrop3,train
HP1506401_P18,ductal,smartseq2,train
human1_lib1.final_cell_0499,endothelial,inDrop1,validation
human2_lib1.final_cell_0063,beta,inDrop2,train
human1_lib2.final_cell_0365,epsilon,inDrop1,train
human3_lib4.final_cell_0781,alpha,inDrop3,train
human1_lib2.final_cell_0581,alpha,inDrop1,test
human3_lib2.final_cell_0139,beta,inDrop3,train
human2_lib1.final_cell_0138,ductal,inDrop2,validation
human2_lib3.final_cell_0360,beta,inDrop2,train
human1_lib1.final_cell_0389,beta,inDrop1,train
human1_lib3.final_cell_0504,beta,inDrop1,train
Sample_730,beta,smarter,train
D10631_45,ductal,celseq,train
human3_lib2.final_cell_0302,alpha,inDrop3,train
HP1526901T2D_F1,alpha,smartseq2,train
human3_lib2.final_cell_0002,acinar,inDrop3,validation
13th_C29_S188,alpha,fluidigmc1,train
human1_lib1.final_cell_0566,alpha,inDrop1,train
human3_lib1.final_cell_0722,alpha,inDrop3,train
Sample_51,beta,smarter,train
human1_lib1.final_cell_0279,alpha,inDrop1,train
human2_lib1.final_cell_0515,beta,inDrop2,validation
HP1509101_E9,ductal,smartseq2,train
human1_lib1.final_cell_0151,beta,inDrop1,validation
human3_lib3.final_cell_0933,endothelial,inDrop3,train
10th_C23_S98,beta,fluidigmc1,train
D31-7_41,alpha,celseq2,train
human1_lib1.final_cell_0125,beta,inDrop1,validation
D31-2_59,ductal,celseq2,train
human1_lib3.final_cell_0333,beta,inDrop1,train
D172444_41,alpha,celseq,train
human3_lib4.final_cell_0386,beta,inDrop3,train
human3_lib4.final_cell_0377,endothelial,inDrop3,train
human1_lib3.final_cell_0586,beta,inDrop1,train
human3_lib3.final_cell_0663,alpha,inDrop3,train
human4_lib1.final_cell_0315,alpha,inDrop4,train
human3_lib4.final_cell_0522,alpha,inDrop3,train
Sample_255,alpha,smarter,train
human3_lib1.final_cell_0193,delta,inDrop3,test
6th-C58_S20,beta,fluidigmc1,train
human3_lib3.final_cell_0752,alpha,inDrop3,train
human3_lib2.final_cell_0140,acinar,inDrop3,train
D17TGFB_67,acinar,celseq,train
D31-4_65,beta,celseq2,train
human3_lib2.final_cell_0146,beta,inDrop3,train
human4_lib3.final_cell_0428,ductal,inDrop4,train
human1_lib1.final_cell_0236,beta,inDrop1,train
D17All1_27,alpha,celseq,train
D29-8_68,delta,celseq2,train
Sample_324,alpha,smarter,test
D29-5_14,beta,celseq2,test
D31-4_38,ductal,celseq2,test
HP1504101T2D_G14,alpha,smartseq2,train
human3_lib4.final_cell_0444,ductal,inDrop3,train
Sample_95,beta,smarter,train
human1_lib3.final_cell_0177,gamma,inDrop1,train
D28-2_66,mast,celseq2,validation
D1713_38,activated_stellate,celseq,validation
HP1526901T2D_O2,activated_stellate,smartseq2,train
human3_lib1.final_cell_0560,acinar,inDrop3,train
human3_lib3.final_cell_0828,alpha,inDrop3,train
human4_lib3.final_cell_0081,beta,inDrop4,train
D74_81,acinar,celseq,train
human3_lib2.final_cell_0585,ductal,inDrop3,train
Sample_1293,alpha,smarter,train
human1_lib1.final_cell_0469,beta,inDrop1,train
Sample_1082,alpha,smarter,train
human1_lib3.final_cell_0153,beta,inDrop1,train
2nd-C76_S60,beta,fluidigmc1,test
HP1502401_L21,alpha,smartseq2,train
human4_lib3.final_cell_0606,beta,inDrop4,validation
D2ex_29,ductal,celseq,validation
D29-4_28,alpha,celseq2,train
D17All2_94,beta,celseq,train
human3_lib2.final_cell_0620,acinar,inDrop3,train
HP1526901T2D_O15,beta,smartseq2,train
D31-6_63,alpha,celseq2,train
human3_lib4.final_cell_0245,alpha,inDrop3,train
D74_57,alpha,celseq,validation
human1_lib3.final_cell_0014,delta,inDrop1,train
human3_lib3.final_cell_0624,alpha,inDrop3,train
HP1525301T2D_P4,ductal,smartseq2,train
Sample_1582,gamma,smarter,train
human2_lib3.final_cell_0548,alpha,inDrop2,train
D30-1_65,beta,celseq2,test
human4_lib1.final_cell_0524,beta,inDrop4,train
human3_lib1.final_cell_0845,beta,inDrop3,train
human4_lib1.final_cell_0424,alpha,inDrop4,validation
D29-1_71,gamma,celseq2,train
human3_lib1.final_cell_0431,beta,inDrop3,train
human4_lib3.final_cell_0575,ductal,inDrop4,train
Sample_523,alpha,smarter,train
HP1506401_A7,acinar,smartseq2,train
Sample_96,beta,smarter,train
HP1507101_N5,beta,smartseq2,train
human1_lib2.final_cell_0435,alpha,inDrop1,train
human2_lib3.final_cell_0372,alpha,inDrop2,train
HP1504901_O4,acinar,smartseq2,train
human3_lib1.final_cell_0196,acinar,inDrop3,train
human2_lib1.final_cell_0225,alpha,inDrop2,train
human1_lib1.final_cell_0056,activated_stellate,inDrop1,validation
human2_lib2.final_cell_0488,gamma,inDrop2,train
HP1504101T2D_C14,alpha,smartseq2,validation
Sample_817,beta,smarter,train
human3_lib2.final_cell_0191,ductal,inDrop3,train
human2_lib2.final_cell_0590,t_cell,inDrop2,validation
5th-C11_S91,ductal,fluidigmc1,train
human4_lib1.final_cell_0386,alpha,inDrop4,validation
human4_lib1.final_cell_0446,ductal,inDrop4,test
Sample_403,alpha,smarter,train
human2_lib1.final_cell_0062,alpha,inDrop2,validation
D30-7_64,alpha,celseq2,train
human2_lib1.final_cell_0116,alpha,inDrop2,train
D28-5_4,ductal,celseq2,train
1st-C56_S34,alpha,fluidigmc1,train
human3_lib2.final_cell_0750,alpha,inDrop3,train
human1_lib3.final_cell_0082,acinar,inDrop1,train
human1_lib3.final_cell_0456,beta,inDrop1,train
human2_lib2.final_cell_0535,alpha,inDrop2,train
HP1507101_G11,alpha,smartseq2,train
human3_lib4.final_cell_0064,acinar,inDrop3,train
Sample_634,gamma,smarter,test
human1_lib3.final_cell_0104,delta,inDrop1,validation
Sample_1051,alpha,smarter,validation
HP1507101_A18,alpha,smartseq2,train
human4_lib1.final_cell_0432,beta,inDrop4,train
human3_lib1.final_cell_0640,beta,inDrop3,test
human3_lib1.final_cell_0750,beta,inDrop3,validation
D29-1_69,alpha,celseq2,validation
human2_lib3.final_cell_0242,alpha,inDrop2,train
human2_lib3.final_cell_0368,alpha,inDrop2,train
human2_lib2.final_cell_0477,alpha,inDrop2,train
human2_lib3.final_cell_0440,ductal,inDrop2,train
human4_lib3.final_cell_0460,beta,inDrop4,train
D28-4_56,alpha,celseq2,test
human2_lib1.final_cell_0181,ductal,inDrop2,train
HP1509101_E19,alpha,smartseq2,validation
human1_lib2.final_cell_0383,acinar,inDrop1,test
D29-8_66,alpha,celseq2,train
7th-C36_S61,alpha,fluidigmc1,train
human2_lib2.final_cell_0413,beta,inDrop2,train
D1713_33,acinar,celseq,test
human4_lib3.final_cell_0252,ductal,inDrop4,train
human3_lib1.final_cell_0476,acinar,inDrop3,train
human3_lib2.final_cell_0292,alpha,inDrop3,validation
D30-5_48,alpha,celseq2,train
human3_lib3.final_cell_0502,alpha,inDrop3,test
human3_lib3.final_cell_0547,ductal,inDrop3,train
human2_lib2.final_cell_0060,alpha,inDrop2,train
human4_lib1.final_cell_0309,activated_stellate,inDrop4,train
HP1504101T2D_O14,alpha,smartseq2,validation
human3_lib1.final_cell_0051,acinar,inDrop3,train
human3_lib2.final_cell_0166,beta,inDrop3,train
human3_lib2.final_cell_0181,alpha,inDrop3,validation
human4_lib1.final_cell_0492,ductal,inDrop4,train
HP1504901_F3,alpha,smartseq2,train
human3_lib4.final_cell_0001,acinar,inDrop3,train
human2_lib3.final_cell_0352,ductal,inDrop2,train
human4_lib1.final_cell_0530,delta,inDrop4,test
human3_lib3.final_cell_0011,acinar,inDrop3,train
human3_lib1.final_cell_0894,beta,inDrop3,train
HP1507101_H20,alpha,smartseq2,train
6th-C67_S36,beta,fluidigmc1,train
D29-1_82,beta,celseq2,train
human4_lib3.final_cell_0314,gamma,inDrop4,test
human4_lib1.final_cell_0497,beta,inDrop4,train
D74_6,ductal,celseq,train
human2_lib3.final_cell_0448,ductal,inDrop2,validation
human1_lib2.final_cell_0549,gamma,inDrop1,validation
D10631_91,acinar,celseq,train
human1_lib3.final_cell_0576,alpha,inDrop1,train
D30-6_27,activated_stellate,celseq2,train
human1_lib3.final_cell_0425,ductal,inDrop1,train
D29-7_34,gamma,celseq2,train
human3_lib3.final_cell_0639,endothelial,inDrop3,train
human3_lib1.final_cell_0381,activated_stellate,inDrop3,train
human4_lib1.final_cell_0288,beta,inDrop4,validation
human4_lib1.final_cell_0246,beta,inDrop4,validation
HP1506401_I11,beta,smartseq2,train
human1_lib1.final_cell_0540,endothelial,inDrop1,train
Sample_465,alpha,smarter,validation
HP1502401_M24,alpha,smartseq2,train
D31-3_32,alpha,celseq2,validation
human3_lib4.final_cell_0751,ductal,inDrop3,validation
human1_lib2.final_cell_0022,delta,inDrop1,train
human3_lib3.final_cell_0776,beta,inDrop3,train
human2_lib1.final_cell_0051,ductal,inDrop2,train
HP1507101_I8,alpha,smartseq2,train
human2_lib3.final_cell_0470,gamma,inDrop2,test
human2_lib2.final_cell_0121,ductal,inDrop2,train
human3_lib4.final_cell_0850,beta,inDrop3,train
human2_lib1.final_cell_0173,delta,inDrop2,train
human3_lib3.final_cell_0224,ductal,inDrop3,train
D102_59,beta,celseq,train
human3_lib3.final_cell_0792,alpha,inDrop3,train
D30-2_58,ductal,celseq2,test
D74_71,ductal,celseq,train
D3en4_92,acinar,celseq,train
Sample_1015,alpha,smarter,train
human3_lib1.final_cell_0401,alpha,inDrop3,train
